1878-01-18;
1878-01-18;
1878-06-24;1;kile;8;ops;
1887-09-29;1;kile;11;ops;13;ops;
1908-07-06;
1910-03-24;
1910-04-25;1;kile;24;ops;28;ops;
1910-04-26;1;kile;24;ops;28;ops;
1910-04-27;1;kile;24;ops;28;ops;
1910-04-30;1;kile;24;ops;28;ops;
1910-05-01;1;kile;24;ops;28;ops;
1910-05-02;1;kile;24;ops;28;ops;
1910-05-05;1;kile;24;ops;28;ops;
1910-05-09;1;kile;24;ops;28;ops;
1910-08-27;1;kile;19;ops;22;ops;
1910-09-03;1;kile;19;ops;22;ops;
1910-09-17;1;kile;20;ops;42.50;ops;
1911-06-20;1;kile;17;ops;20;ops;
1914-04-05;1;kile;22;ops;
1914-04-05;1;kile;20;ops;
1914-04-05;1;kile;18;ops;
1915-02-12;1;kile;14;ops;18;ops;
1916-05-21;
1916-05-21;
1916-05-21;
1916-05-21;
1916-05-21;
1916-05-21;
1917--;
1917-05-;
1917-05-29;
1918-03-17;
1918-03-17;1;kile;140;ops;
1918-03-17;1;kile;240;ops;
1918-05-06;
1918-08-29;